entity_id,true_label,predicted,confidence,"prob__Alanine, aspartate and glutamate metabolism",prob__Amino sugar and nucleotide sugar metabolism,prob__Arachidonic acid metabolism,prob__Arginine and proline metabolism,prob__Arginine biosynthesis,prob__Ascorbate and aldarate metabolism,prob__Biosynthesis of unsaturated fatty acids,prob__Biotin metabolism,prob__Butanoate metabolism,prob__Caffeine metabolism,prob__Citrate cycle (TCA cycle),prob__Cysteine and methionine metabolism,prob__D-Amino acid metabolism,prob__Drug metabolism - cytochrome P450,prob__Drug metabolism - other enzymes,prob__Ether lipid metabolism,prob__Fatty acid biosynthesis,prob__Fatty acid degradation,prob__Folate biosynthesis,prob__Fructose and mannose metabolism,prob__Galactose metabolism,prob__Glutathione metabolism,prob__Glycerolipid metabolism,prob__Glycerophospholipid metabolism,"prob__Glycine, serine and threonine metabolism",prob__Glycolysis or Gluconeogenesis,prob__Glyoxylate and dicarboxylate metabolism,prob__Histidine metabolism,prob__Linoleic acid metabolism,prob__Lysine degradation,prob__Nicotinate and nicotinamide metabolism,prob__One carbon pool by folate,prob__Pantothenate and CoA biosynthesis,prob__Pentose and glucuronate interconversions,prob__Pentose phosphate pathway,prob__Phenylalanine metabolism,"prob__Phenylalanine, tyrosine and tryptophan biosynthesis",prob__Porphyrin metabolism,prob__Primary bile acid biosynthesis,prob__Propanoate metabolism,prob__Purine metabolism,prob__Pyrimidine metabolism,prob__Pyruvate metabolism,prob__Retinol metabolism,prob__Riboflavin metabolism,prob__Sphingolipid metabolism,prob__Starch and sucrose metabolism,prob__Steroid biosynthesis,prob__Steroid hormone biosynthesis,prob__Tryptophan metabolism,prob__Tyrosine metabolism,prob__Ubiquinone and other terpenoid-quinone biosynthesis,"prob__Valine, leucine and isoleucine biosynthesis","prob__Valine, leucine and isoleucine degradation",prob__Vitamin B6 metabolism
IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N,"Alanine, aspartate and glutamate metabolism",One carbon pool by folate,0.24600044,0.1744916,0.0021302956,0.058039095,0.032487907,0.011580466,0.001614406,0.061652146,0.0012121892,8.695232e-05,0.024611635,0.0032678817,0.02837385,0.0017653093,0.00018983895,0.003088918,0.00032062203,0.029325074,0.00014857741,0.00012924729,5.573768e-05,0.00071506377,0.00033872528,0.00010045354,0.02455441,0.077915326,5.524831e-07,0.0006045377,0.0060749794,0.001272876,0.01128889,0.015405196,0.24600044,0.017570928,0.0070030834,0.00016771413,0.0003163088,0.0002921089,4.9421246e-06,7.486275e-05,0.0013187277,0.042787794,2.0182115e-05,0.0013711259,6.725732e-06,5.81055e-07,0.0049506137,0.00026237778,3.7625175e-06,0.00012529723,0.0022988287,0.0005509252,0.00061865116,0.09830033,0.001699699,0.0014113022
IK_KVXSPXCUAWCXEI-UHFFFAOYSA-N,One carbon pool by folate,Cysteine and methionine metabolism,0.45904246,0.004279697,0.00067583023,0.00013201895,0.0002361415,0.0066329413,7.856627e-05,2.8950653e-06,1.5642414e-05,0.00012260677,0.0041507864,0.018550752,0.45904246,0.09639297,6.693141e-08,3.7840982e-05,6.917211e-08,1.9132887e-05,1.02172285e-10,1.8928964e-07,1.9107414e-07,6.0675597e-05,0.0006036517,0.0001853525,1.6878499e-05,7.251517e-05,1.269415e-10,0.0002245961,0.11158613,2.849032e-06,0.25215873,1.470246e-06,0.010230638,8.016136e-06,0.019319147,7.673882e-05,1.6793067e-05,2.9838371e-05,3.5430745e-08,7.525559e-08,0.0012220497,1.6981881e-05,1.0552096e-05,0.0052601453,4.22357e-08,1.5417127e-10,9.354069e-08,0.00014547657,8.430203e-10,3.8918703e-08,7.8335535e-05,4.2979667e-07,1.0101851e-05,0.0046021324,0.0036724831,1.6239976e-05
IK_KXSPLNAXPMVUEC-NCOIDOBVSA-N,Pyrimidine metabolism,Pyrimidine metabolism,0.93726623,1.2892115e-12,1.8401037e-08,3.3449215e-13,6.1573325e-14,2.4358007e-10,1.2559067e-07,3.161271e-17,1.6710986e-09,0.0006899245,1.4056247e-11,0.04408644,7.259932e-09,5.7006153e-05,8.275221e-10,3.2804437e-13,8.544539e-13,1.31713685e-11,3.5773433e-16,2.2539048e-09,6.49331e-11,3.4381748e-07,0.007623707,4.4422908e-05,1.4123104e-08,2.002171e-11,2.6671375e-11,0.0001856504,0.003929377,4.8312803e-09,2.9607602e-08,7.7947026e-16,7.654262e-10,3.622964e-13,4.3157925e-08,0.0039001321,4.033494e-08,3.4438883e-05,0.0011270688,0.00016479853,1.5383971e-06,1.202896e-14,0.93726623,5.8737813e-05,0.0006594711,3.598485e-11,2.4253825e-11,0.00015547275,4.110983e-09,2.4500136e-07,1.2871116e-05,1.7241376e-10,7.4323625e-10,1.6225938e-13,1.8092793e-06,2.625289e-09
IK_LAXQYRRMGGEGOH-JXRLJXCWSA-N,Glycerophospholipid metabolism,Glycerophospholipid metabolism,0.82488155,0.026790947,2.0095265e-05,0.00035820625,0.00018114479,6.496522e-06,0.00051601283,0.00011484632,0.0004728762,1.6855012e-08,1.4821474e-05,7.500284e-06,3.0907179e-06,9.921944e-08,7.627207e-06,5.244328e-06,0.0022342876,2.2689628e-05,0.0003229024,0.00013153402,2.0448737e-05,3.840147e-05,1.2086959e-05,1.1879061e-08,0.82488155,0.010855149,2.064183e-05,3.2217937e-07,1.3291592e-06,0.02277016,8.961004e-06,0.010966857,0.0030794232,0.055119846,6.8347777e-07,5.8568037e-07,1.4463478e-07,1.6278166e-06,2.7550434e-06,0.00073242874,2.3078344e-07,0.01280305,1.3549429e-06,8.156764e-07,8.736867e-06,2.571546e-06,0.021532021,7.5454284e-07,6.672211e-05,0.0036343501,3.9393726e-05,0.00199862,5.60711e-07,2.1419182e-05,3.34171e-08,0.0001655248
IK_LJARBVLDSOWRJT-PSXMRANNSA-N,Linoleic acid metabolism,Linoleic acid metabolism,0.98301077,2.0540492e-07,2.4155296e-11,1.2696394e-09,7.416622e-11,4.359666e-11,0.0017068698,1.6725398e-12,9.109356e-10,6.58025e-13,1.5578489e-12,6.903736e-11,2.928897e-14,1.08064084e-13,2.5352201e-05,1.2564947e-14,4.589005e-07,4.8100217e-12,8.075767e-05,1.9242227e-08,8.815385e-12,3.9549375e-10,1.2910959e-08,1.8885483e-13,0.010712811,2.866896e-09,3.852194e-11,2.324674e-13,5.743174e-13,0.98301077,2.1592988e-11,5.6133435e-06,2.631059e-08,1.4352797e-06,5.033502e-15,1.44550726e-11,3.4746506e-10,1.6797763e-10,4.231919e-12,0.00023201773,2.422391e-14,4.4666024e-08,9.048212e-10,5.111018e-13,2.1381425e-08,1.5508856e-11,2.5583666e-05,7.119508e-13,2.1788513e-07,0.0040958878,3.5794976e-09,0.00010172855,5.739884e-11,5.2706954e-13,2.9082264e-15,6.225855e-08
IK_LKNPFOZIOWXDQS-UHFFFAOYSA-N,Sphingolipid metabolism,Arginine biosynthesis,0.11052401,0.016586298,0.0025903159,0.00867734,0.01803797,0.11052401,0.006021928,0.0055610724,0.0013192088,0.010997292,0.004564665,0.09172527,0.017842967,0.09934915,0.011135311,0.001544184,0.00064845727,0.029332167,0.0012438695,0.00068939367,0.00013758581,0.0016249208,0.022855425,0.049049817,0.008525894,0.0049772896,2.8905708e-05,0.020704338,0.022538213,0.006876672,0.038842812,0.0040284717,0.052466687,0.0024068975,0.027675435,0.0127822505,0.05346922,0.028493319,0.00068532553,0.0026894442,0.008447321,0.004036205,0.013667205,0.015844516,0.0016042778,2.463739e-05,0.0013724143,0.002321596,0.00026160956,0.0030826763,0.050318353,0.00765838,0.037897132,0.0073594907,0.04002203,0.0068323957
IK_LLCPFVIBUZJITJ-GVEMAFOVSA-N,Steroid hormone biosynthesis,Steroid hormone biosynthesis,0.92964965,6.7317533e-13,1.2502183e-13,1.5509922e-12,2.3434518e-14,3.2978488e-12,0.000115212286,4.3883731e-16,3.0153847e-13,1.1367123e-08,2.39427e-15,1.8803448e-08,1.736502e-16,1.9484706e-11,0.00023456685,9.896549e-18,1.9513864e-11,7.85103e-12,1.4876341e-08,4.0187922e-10,4.8397514e-15,6.052474e-12,1.8510888e-06,8.3126906e-08,3.0032803e-05,4.4137333e-12,1.2471019e-15,8.317678e-10,3.8666244e-11,0.0005579081,6.705995e-13,1.9800825e-12,8.2847874e-11,4.058342e-12,2.4727248e-14,1.5100007e-08,6.765443e-08,6.802642e-05,3.0655167e-10,0.069176845,9.65376e-13,1.198674e-12,0.00011438222,1.4579787e-12,4.8612187e-06,4.727404e-15,1.2651144e-06,1.2473138e-11,4.3786734e-09,0.92964965,6.805727e-06,3.832757e-05,1.5983921e-09,9.193979e-15,2.3681572e-13,9.829899e-10
IK_LOJUQFSPYHMHEO-SGHXUWJISA-N,Ubiquinone and other terpenoid-quinone biosynthesis,Retinol metabolism,0.110887766,0.010120773,0.004788718,0.00058828,6.16995e-05,3.014644e-05,0.026744813,3.8491202e-05,0.011812272,0.00071908877,0.000102784696,0.00063013216,6.9080066e-05,7.289382e-05,0.0002810847,0.00032564646,0.026654981,6.769853e-05,0.000973482,0.025000267,0.029134002,0.021533463,0.082129344,8.006694e-05,0.04675492,0.001491734,0.060914062,0.00054274104,0.00043208676,0.09356726,0.00035647312,0.00037871854,0.028726855,0.0035064744,0.0002025143,0.0024596152,5.0688435e-05,6.7653484e-05,0.03509379,0.03517881,0.0007663655,0.001437574,0.007270866,0.001359303,0.110887766,0.09696799,0.06520541,0.0107747195,0.09417313,0.022307973,0.0009375148,0.005429178,1.0881861e-05,4.2570664e-05,3.4909935e-05,0.030710258
IK_LXNHXLLTXMVWPM-UHFFFAOYSA-N,Vitamin B6 metabolism,Vitamin B6 metabolism,0.9684464,4.573957e-07,7.1366885e-05,0.004117443,9.5457754e-14,3.9783625e-13,0.0062962556,9.579876e-08,6.2848807e-07,2.1972493e-09,1.2996583e-06,2.3911609e-11,7.020795e-10,2.1839414e-13,1.4823339e-06,6.1439687e-06,0.00042097326,3.3641578e-10,0.0011949545,2.6955639e-05,1.396738e-05,0.00065287173,5.7381003e-05,7.724431e-15,1.8858653e-05,4.2615085e-08,1.6580236e-09,2.0133282e-08,5.5802923e-10,9.574085e-06,3.75874e-11,6.8953406e-05,0.0015663386,0.000103530576,1.5071425e-08,1.5074725e-07,1.5354631e-10,5.325366e-16,5.214731e-08,1.9244467e-06,3.185566e-07,0.0016710071,4.299868e-11,6.456572e-07,6.1167447e-07,1.3295306e-07,0.014539848,3.9632214e-06,0.00070526183,4.980142e-10,5.997203e-10,1.4904198e-11,5.7908654e-14,7.2365156e-11,4.30036e-11,0.9684464
IK_MHDVGSVTJDSBDK-UHFFFAOYSA-N,Fatty acid degradation,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.15379503,0.0005081101,0.00021640361,0.0022296906,0.0010921728,0.018852973,0.0059770504,0.00054536277,7.489029e-05,0.0077230367,0.00040620554,0.07567994,0.0003896417,0.015696408,0.14472388,3.4799763e-05,8.284273e-05,0.01432222,0.0026015395,0.00016772974,3.6107795e-06,0.00023684904,0.021204356,0.048179436,0.007848442,0.00045317924,8.580279e-07,0.016345043,0.005418107,0.00769605,0.0016423251,0.0005664049,0.0079372395,0.00019852555,0.0018385329,0.017062025,0.14965178,0.15379503,0.00046098614,0.016474754,0.0014632795,0.00083097315,0.05058824,0.0026949556,0.0025788732,4.971931e-07,0.0013822775,0.00037320226,8.065894e-05,0.018767504,0.10516341,0.009467133,0.045637693,0.00015692462,0.008421277,0.0040546446
IK_MNMKDPGRWWQDGI-UHFFFAOYSA-N,Glycerophospholipid metabolism,Steroid biosynthesis,0.08243109,0.012424797,0.016272599,0.0038869441,0.0006045004,0.00072584994,0.034584507,0.00053917087,0.027819231,0.0054273815,0.0016689857,0.003921595,0.0015420788,0.0012333766,0.0029711376,0.0045488477,0.040332764,0.0005990176,0.003967671,0.04197102,0.058372725,0.04184678,0.063286796,0.0013635365,0.024066132,0.0045148702,0.04807559,0.0043541114,0.0031096465,0.03361365,0.0022797019,0.003511097,0.02827246,0.010905236,0.0029634652,0.011522028,0.0008399299,0.00053081836,0.043368466,0.02467426,0.006949243,0.008392448,0.011495346,0.009584101,0.072884604,0.07365787,0.030330075,0.027022514,0.08243109,0.009459064,0.0032319825,0.005456508,0.00038475465,0.0005184681,0.0011788445,0.040510416
IK_MUMXFARPYQTTSL-BQBZGAKWSA-N,Glycerophospholipid metabolism,Linoleic acid metabolism,0.28388143,0.015454698,0.0018345768,0.007484034,0.003126361,0.0021145626,0.043404017,0.0014499803,0.005390068,0.00035522913,0.0010455432,0.0021477267,0.00040158714,0.00030309544,0.04255851,0.0005228828,0.019739328,0.0012938407,0.06871554,0.0066875764,0.0012903946,0.0040613557,0.003137343,0.0001761911,0.13577032,0.007719302,0.0011990705,0.00042776417,0.00071584986,0.28388143,0.0008198309,0.121840835,0.013607406,0.05012848,0.00025706895,0.0011651792,0.002483275,0.0008140905,0.001010454,0.01962654,0.0002957022,0.020793505,0.0010691632,0.0008850704,0.0030685447,0.0008697692,0.03393605,0.00086550415,0.006606619,0.025318295,0.0031167036,0.016651979,0.0019839408,0.00047944594,0.00020212703,0.009696108
IK_NBSCHQHZLSJFNQ-QTVWNMPRSA-N,Amino sugar and nucleotide sugar metabolism,Purine metabolism,0.5281436,0.0008124235,0.16440159,0.0016094462,1.1494203e-08,1.3146455e-09,0.002573987,7.847098e-08,0.0040737228,3.057176e-07,0.02014148,1.17961456e-07,0.00013580784,7.79788e-09,8.4651e-09,0.04811224,0.049738314,5.460423e-10,2.8292423e-08,0.009612052,0.05716837,0.06301377,0.0003473418,1.3362144e-09,5.6278142e-05,2.5953515e-05,1.3198231e-06,6.8431145e-06,8.7280205e-06,1.131255e-06,1.0770531e-06,0.0003769723,0.006160833,0.015400321,0.0002473667,7.2090656e-06,1.8277327e-10,1.4998794e-11,2.2836405e-06,3.4395808e-07,0.00034021697,0.5281436,6.3784804e-09,0.00046088567,2.273696e-06,1.1122247e-05,0.00094164157,0.0017881935,4.006467e-05,1.674232e-08,9.260194e-09,6.4778893e-09,1.3201747e-11,4.2562133e-06,2.9781373e-07,0.02422955
IK_NIPLIJLVGZCKMP-UHFFFAOYSA-M,"Glycine, serine and threonine metabolism",Linoleic acid metabolism,0.33039647,0.0065307077,0.00022747838,0.0021359134,0.010517995,0.00961884,0.014109366,0.0006800233,0.0004982613,0.00014358058,0.00030590018,0.004164861,0.00012544621,0.0005971557,0.11990933,2.9293871e-05,0.0015526599,0.004464625,0.030138463,0.00065867003,1.8785464e-05,0.00039694904,0.0010253811,0.00069791405,0.12587948,0.0037060832,1.462051e-05,0.00033067146,0.0005182324,0.33039647,0.0005447779,0.047195755,0.0073370477,0.009793962,0.0001179308,0.00053919974,0.012391871,0.009920793,0.00011393128,0.013443085,8.8285626e-05,0.007253633,0.0017887766,0.0001990912,0.0007522374,8.270331e-06,0.011963566,0.00014057773,0.00037338948,0.06536479,0.010930668,0.105765134,0.022529308,0.0002637135,0.0002109569,0.0015761274
IK_NJHKGJJIKOCCMZ-YMIVKDKMSA-N,Glutathione metabolism,Glycerophospholipid metabolism,0.68469435,0.09931607,4.1866857e-05,0.00031234892,0.00014747087,1.3338686e-06,0.00013025968,5.4752505e-05,0.0024093036,4.961623e-09,4.001594e-05,4.3036457e-06,6.474477e-06,4.2076653e-08,2.9766917e-07,2.7874368e-05,0.008898036,3.3216058e-06,1.0119564e-05,0.00030986147,9.611673e-05,4.063389e-05,1.0782055e-05,4.713933e-09,0.68469435,0.019572504,5.4490436e-05,1.974876e-07,6.691855e-07,0.003411424,1.5175017e-05,0.0058501675,0.004845981,0.10205707,8.737327e-07,2.1894455e-07,6.0171033e-09,4.0699473e-07,3.1331165e-06,0.00023251568,2.7876627e-07,0.046729047,6.4708684e-07,6.3930105e-07,6.1327296e-06,4.370922e-06,0.017902562,6.8416415e-07,5.7470446e-05,0.0016500063,1.0587922e-05,0.0008228082,2.7335917e-08,9.9385754e-05,1.0248427e-08,0.000114770286
IK_NOIIUHRQUVNIDD-UHFFFAOYSA-N,Tryptophan metabolism,Drug metabolism - cytochrome P450,0.15586817,0.003981653,0.0069001587,0.02129687,0.00070957246,0.0014243558,0.12746266,0.001849879,0.003978607,0.0031949917,0.0030382893,0.0033714408,0.0010808705,0.000668554,0.15586817,0.002353693,0.016839828,0.0018811404,0.13661322,0.011688198,0.003319723,0.018834827,0.01836174,0.0004810911,0.025179818,0.0024075783,0.00092316605,0.0030404043,0.0024667229,0.07966615,0.00095710973,0.046652563,0.02670666,0.015885616,0.0012441538,0.009370782,0.0072843772,0.00046992936,0.003312129,0.027495839,0.00229948,0.019762628,0.0020951973,0.004892964,0.009168395,0.0016587888,0.036700696,0.004713258,0.01638316,0.006045286,0.0035545107,0.0019621777,0.0014376239,0.00035749812,0.0012092374,0.089496545
IK_NTBDNAWCQLUDHG-CEGBOXLASA-N,Sphingolipid metabolism,Glycerophospholipid metabolism,0.6355494,0.020916354,5.453896e-05,0.0006249355,0.0003359122,3.0856034e-05,0.0029395577,0.00011766806,0.0011379933,3.6701866e-07,2.9532855e-05,4.7280853e-05,6.559049e-06,8.17151e-07,0.00028887988,1.3661291e-05,0.0066478685,3.6707363e-05,0.004210567,0.000474892,6.0198545e-05,0.00013453283,5.1291856e-05,1.2318277e-07,0.6355494,0.006786956,0.00011786865,2.1119417e-06,6.5659583e-06,0.14328383,2.1690395e-05,0.0556351,0.0028908313,0.07100246,1.6936461e-06,5.241323e-06,3.4128188e-06,6.6819243e-06,1.3378889e-05,0.0026759824,1.0142121e-06,0.010253423,8.362823e-06,6.5471995e-06,5.2051117e-05,1.6336397e-05,0.017927157,4.807516e-06,0.00038658004,0.010260001,8.0406506e-05,0.004300812,6.961845e-06,2.5213207e-05,3.2059413e-07,0.00050563563
IK_ODKSFYDXXFIFQN-UHFFFAOYSA-N,Arginine biosynthesis,D-Amino acid metabolism,0.7535483,0.0004318048,2.4590204e-07,9.4890385e-07,0.00015757592,0.09161084,8.8917375e-07,1.3348277e-07,2.0895135e-08,1.0922301e-05,3.3537806e-06,0.045637872,0.0018754455,0.7535483,9.366416e-08,1.5427984e-08,1.576894e-10,3.87822e-05,1.0196424e-11,1.6341216e-10,9.051381e-12,1.0836698e-08,0.0005363524,0.003890237,3.0071897e-06,4.877005e-06,4.3852305e-14,3.9341983e-05,0.0023449108,7.345712e-07,0.0895865,3.7819753e-08,0.00235691,5.0050595e-08,0.0013940916,6.311885e-06,0.00039694377,0.00064685656,2.4762595e-10,3.87611e-08,6.2388913e-06,5.0977526e-08,6.755401e-05,8.938747e-05,2.6766795e-09,8.313832e-15,8.24519e-10,1.3931425e-07,1.3579753e-11,6.1847274e-08,0.0031379166,3.2860503e-06,0.0003198168,0.00019489917,0.0016560426,1.747674e-07
IK_OISFHODBOQNZAG-IAGOWNOFSA-N,Glycerophospholipid metabolism,Sphingolipid metabolism,0.23924808,0.0013207777,0.0005520692,0.0021812348,5.9138838e-05,4.7531357e-05,0.029526012,0.00034850164,0.0005011604,0.0014170221,7.8379635e-05,0.0005269231,1.5676062e-05,3.260775e-05,0.013960155,5.893626e-05,0.003418896,0.002649839,0.040593024,0.002595572,0.00031312622,0.003660162,0.025771854,9.0171656e-05,0.08212077,0.0015559738,0.0005777616,0.0011288767,0.0002550962,0.1317511,9.788475e-05,0.00066468224,0.018860145,0.0019595658,6.620779e-05,0.0029626114,0.0011560993,0.0011604126,0.0045290035,0.12945646,0.0002819519,0.0012022498,0.0068277004,0.0004691629,0.029020127,0.0005439751,0.23924808,0.0016577193,0.008705046,0.13415127,0.0065035964,0.0069968295,0.00018067013,3.307649e-05,3.2941156e-05,0.056124188
IK_OMFXVFTZEKFJBZ-HJTSIMOOSA-N,Steroid hormone biosynthesis,Steroid hormone biosynthesis,0.94308424,1.9827825e-08,1.4235397e-09,2.3139597e-08,5.596003e-09,8.822495e-08,0.0010601539,2.0229173e-10,2.673106e-09,1.0182758e-06,2.998621e-10,4.484355e-06,4.214198e-11,5.850185e-08,0.005098148,3.669096e-12,6.937852e-08,1.3215292e-07,1.4747464e-05,2.4464225e-07,8.715607e-11,1.3338255e-08,2.9055282e-05,1.14073855e-05,0.0013733923,3.8428045e-08,3.091559e-11,3.789917e-07,4.8991758e-08,0.0096846195,9.653325e-09,7.1863454e-08,2.3374803e-07,4.2858215e-08,6.6570605e-10,1.3822464e-06,2.4019362e-05,0.0023314827,6.711033e-08,0.032221764,3.771266e-09,3.969154e-08,0.0005264879,4.635101e-09,5.551502e-05,4.8241983e-11,0.00012721568,1.0618577e-08,6.627185e-07,0.94308424,0.00042312153,0.003920343,4.3420896e-06,8.9709296e-10,2.9607554e-09,6.5510255e-07
IK_ONWMQORSVZYVNH-UHFFFAOYSA-N,Ascorbate and aldarate metabolism,Fatty acid degradation,0.14295954,0.008704844,0.0046383436,0.02108956,0.0003132839,0.00048723444,0.084789194,0.002069086,0.0060093603,0.000708205,0.0016249771,0.0008096911,0.00041276743,0.00014224296,0.038771432,0.0021351671,0.035566755,0.00093392923,0.14295954,0.013343373,0.0060604718,0.01450944,0.010842361,6.480234e-05,0.055197176,0.0037654557,0.0022882405,0.0007965088,0.0006055582,0.115060136,0.00045185862,0.07720425,0.032590177,0.039947435,0.0004775039,0.0025237226,0.0014553585,9.35524e-05,0.0020263717,0.016880756,0.00081471924,0.028313655,0.00064264704,0.0021800129,0.006403193,0.0030300363,0.08218161,0.0024065804,0.030440293,0.0056571634,0.0018989483,0.0021244204,0.0003379021,0.0002686541,0.00021569163,0.08473437
IK_OSJPPGNTCRNQQC-UHFFFAOYSA-N,"Glycine, serine and threonine metabolism",Caffeine metabolism,0.15145627,0.0125555815,0.07458204,0.11395321,0.00096596463,0.00093106204,0.013799544,0.0065094857,0.0063667484,0.0019921768,0.15145627,0.0022321846,0.04670685,0.0010733478,0.00042384997,0.09679317,0.007520652,0.0010353251,0.00062987907,0.0069933184,0.0038178694,0.041045718,0.0025375702,0.00022229679,0.002837221,0.0043471665,2.5895239e-05,0.005787234,0.013840929,0.0007371737,0.0037624165,0.020329513,0.056965753,0.022448923,0.030638833,0.002612122,0.00034485437,6.808097e-05,0.00019732003,0.0001692484,0.028551834,0.12540607,5.6419336e-05,0.021655431,0.00015104552,9.783619e-05,0.0054872828,0.01174886,0.00014626402,6.94011e-05,0.0004020293,3.7571856e-05,0.00010994592,0.013087272,0.0053949947,0.028340902
IK_OYHQOLUKZRVURQ-HZJYTTRNSA-N,Linoleic acid metabolism,Biosynthesis of unsaturated fatty acids,0.7138059,0.0008923556,1.025592e-06,0.031377178,2.7497526e-05,3.9997503e-06,3.2554601e-06,0.7138059,3.0218328e-07,6.5386536e-09,8.930107e-05,5.594167e-07,7.916923e-06,1.5901062e-08,9.764341e-07,5.0490485e-07,1.4131595e-07,0.18162732,0.00013088544,3.421197e-08,3.1756542e-09,1.4818637e-06,1.732214e-07,9.942767e-11,0.0076725627,0.0044225114,1.437164e-11,4.6959323e-07,2.3100856e-06,1.8053932e-05,8.951585e-07,4.488092e-05,0.030838775,0.00013740845,2.4462809e-06,3.8353168e-08,2.096097e-07,6.808419e-08,1.6831868e-09,6.641591e-07,1.1414712e-06,0.0018354312,3.7438124e-09,5.471498e-07,1.40039225e-08,2.9544422e-11,0.026558166,7.216694e-08,1.1516237e-08,5.30465e-07,6.83816e-05,2.0554066e-06,3.7228102e-07,0.00025777848,2.0463989e-07,0.00016312615
IK_PABVKUJVLNMOJP-UHFFFAOYSA-M,Glycerophospholipid metabolism,Linoleic acid metabolism,0.3630075,0.0042957077,0.0009205625,0.0028377124,0.00028194944,0.00042674763,0.13969621,0.00017738933,0.0022852994,0.00041075627,0.00024125431,0.00073040323,8.881923e-05,0.00010819493,0.067517735,0.00015232286,0.015943699,0.00018830523,0.0754115,0.006698613,0.0012045713,0.0034199099,0.0068854974,0.00012857708,0.07396525,0.0013979417,0.00077076245,0.00023487811,0.00022083473,0.3630075,0.000327485,0.02995384,0.0075489916,0.014791104,7.859895e-05,0.0012975106,0.0015613158,0.00034162964,0.0008378189,0.049761895,0.00014879671,0.0071914974,0.0013287077,0.0004359944,0.006553743,0.0009183966,0.03271042,0.0005240207,0.016407985,0.030715486,0.0016460331,0.007812372,0.00046064242,7.057999e-05,5.9816768e-05,0.016866395
IK_PBROMOQAZGFDHQ-GPQOMLTASA-N,Glycerophospholipid metabolism,Sphingolipid metabolism,0.31571603,0.019858291,0.0018965221,0.027208677,0.00063536444,0.00036285893,0.010201663,0.016340945,0.003330324,0.00014141524,0.0011885688,0.00037824025,0.00026832928,5.3075517e-05,0.0022719956,0.0011738167,0.010596781,0.0106286295,0.0451809,0.0034909535,0.0014322194,0.006028298,0.003930828,1.9340529e-05,0.1947466,0.02039355,0.0011690604,0.00040409237,0.00030532206,0.065035544,0.00038879906,0.014989718,0.06929928,0.026724037,0.0003458034,0.00042187035,0.00041226557,0.00024626075,0.00091363076,0.009658404,0.00043064068,0.026038704,0.000413671,0.00061987696,0.0032436543,0.0010486883,0.31571603,0.0010369492,0.006469574,0.015399395,0.004985368,0.004781398,0.0002630505,0.0006574861,6.804744e-05,0.046755277
IK_PHOSLXGWIIWDIE-IUFKAHDJSA-N,Glycerophospholipid metabolism,Sphingolipid metabolism,0.84769,0.00048767394,1.0010245e-06,0.0022838928,1.14968664e-07,7.2288153e-09,1.9383238e-05,0.0017461552,1.9561148e-06,3.32812e-10,8.8137807e-07,5.601028e-09,1.4406741e-08,5.868176e-11,1.239743e-07,3.7128623e-07,2.1499509e-05,0.00025433183,0.0008514257,1.3896445e-06,2.2822118e-07,9.325722e-06,2.0446566e-06,2.6727225e-12,0.12634718,0.0014167158,4.144002e-08,1.5049574e-08,9.392328e-09,0.00091342075,1.8981169e-08,5.8217607e-05,0.013591142,0.00071662816,2.5190701e-08,7.3588744e-09,3.6569698e-09,3.7743213e-09,5.3629932e-08,2.9275327e-05,3.4656612e-08,0.0016021375,8.314462e-09,2.6830557e-08,7.5221936e-07,5.8884666e-08,0.84769,1.7443674e-07,7.695985e-06,5.316265e-05,1.2736945e-05,5.176507e-06,3.217848e-09,5.500154e-07,1.715396e-10,0.0018728188
IK_PMTMAFAPLCGXGK-JMTMCXQRSA-N,Starch and sucrose metabolism,Drug metabolism - cytochrome P450,0.11919979,0.0038505546,0.0050835744,0.017579257,0.001602659,0.0037969092,0.047011115,0.0051095476,0.0030423994,0.019685047,0.0030016997,0.019555243,0.0017159383,0.0030310615,0.11919979,0.0014786129,0.006069355,0.01775066,0.059634645,0.007861053,0.0013568003,0.013581192,0.0387896,0.004781465,0.03351193,0.0038542424,0.00087493076,0.018283097,0.009260436,0.04969539,0.002468895,0.0063351854,0.032899458,0.0053951507,0.0030569823,0.034152824,0.025975714,0.010610249,0.011375267,0.06278006,0.0074760234,0.008594779,0.02290667,0.010773112,0.028907236,0.0008291645,0.045143273,0.007896493,0.009872743,0.026658462,0.024215313,0.006768983,0.006753514,0.0008596728,0.004736812,0.072509706
